full_name,make,msrp_high,msrp_low,vehicle_model,year 
2011 BMW 1 Series,BMW,41525.0,30325.0,1 Series,2011
2011 BMW 1 Series M,BMW,47010.0,47010.0,1 Series M,2011
2011 BMW 3 Series,BMW,60525.0,35475.0,3 Series,2011
2011 BMW 5 Series,BMW,63375.0,45925.0,5 Series,2011
2011 BMW 5 Series Gran Turismo,BMW,67575.0,57375.0,5 Series Gran Turismo,2011
2011 BMW 7 Series,BMW,138175.0,71525.0,7 Series,2011
2011 BMW M3,BMW,68425.0,56775.0,M3,2011
2011 BMW X3,BMW,41925.0,37625.0,X3,2011
2011 BMW X5,BMW,59775.0,47175.0,X5,2011
2011 BMW X5 M,BMW,86575.0,86575.0,X5 M,2011
2011 BMW X6,BMW,89775.0,57875.0,X6,2011
2011 BMW X6 M,BMW,90075.0,90075.0,X6 M,2011
2011 BMW Z4,BMW,63375.0,48325.0,Z4,2011
2011 Buick Enclave,Buick,45155.0,36675.0,Enclave,2011
2011 Buick LaCrosse,Buick,34760.0,27990.0,LaCrosse,2011
2011 Buick Lucerne,Buick,45225.0,30495.0,Lucerne,2011
2011 Buick Regal,Buick,29720.0,27220.0,Regal,2011
2011 Cadillac CTS Coupe,Cadillac,49985.0,39240.0,CTS Coupe,2011
2011 Cadillac CTS Sedan,Cadillac,50575.0,36220.0,CTS Sedan,2011
2011 Cadillac CTS Wagon,Cadillac,52040.0,39340.0,CTS Wagon,2011
2011 Cadillac CTS-V Coupe,Cadillac,63235.0,63235.0,CTS-V Coupe,2011
2011 Cadillac CTS-V Sedan,Cadillac,63235.0,63235.0,CTS-V Sedan,2011
2011 Cadillac CTS-V Wagon,Cadillac,63235.0,63235.0,CTS-V Wagon,2011
2011 Cadillac DTS,Cadillac,60795.0,47600.0,DTS,2011
2011 Cadillac Escalade,Cadillac,86035.0,64405.0,Escalade,2011
2011 Cadillac Escalade ESV,Cadillac,88610.0,67030.0,Escalade ESV,2011
2011 Cadillac Escalade EXT,Cadillac,70690.0,63110.0,Escalade EXT,2011
2011 Cadillac Escalade Hybrid,Cadillac,89385.0,75085.0,Escalade Hybrid,2011
2011 Cadillac SRX,Cadillac,53235.0,35490.0,SRX,2011
2011 Cadillac STS,Cadillac,57255.0,48155.0,STS,2011
2011 Chevrolet Avalanche,Chevrolet,50450.0,37250.0,Avalanche,2011
2011 Chevrolet Aveo,Chevrolet,16125.0,12725.0,Aveo,2011
2011 Chevrolet Camaro,Chevrolet,40625.0,23655.0,Camaro,2011
2011 Chevrolet Colorado,Chevrolet,29885.0,17955.0,Colorado,2011
2011 Chevrolet Corvette,Chevrolet,111250.0,49995.0,Corvette,2011
2011 Chevrolet Cruze,Chevrolet,22975.0,17275.0,Cruze,2011
2011 Chevrolet Equinox,Chevrolet,31130.0,23805.0,Equinox,2011
2011 Chevrolet Express Passenger,Chevrolet,47480.0,29815.0,Express Passenger,2011
2011 Chevrolet HHR,Chevrolet,20440.0,19440.0,HHR,2011
2011 Chevrolet Impala,Chevrolet,30860.0,24835.0,Impala,2011
2011 Chevrolet Malibu,Chevrolet,27925.0,22735.0,Malibu,2011
2011 Chevrolet Silverado 1500,Chevrolet,43155.0,22230.0,Silverado 1500,2011
2011 Chevrolet Silverado 1500 Hybrid,Chevrolet,49200.0,39720.0,Silverado 1500 Hybrid,2011
2011 Chevrolet Silverado 2500HD,Chevrolet,46185.0,29410.0,Silverado 2500HD,2011
2011 Chevrolet Silverado 3500HD,Chevrolet,47225.0,30250.0,Silverado 3500HD,2011
2011 Chevrolet Suburban,Chevrolet,57530.0,42285.0,Suburban,2011
2011 Chevrolet Tahoe,Chevrolet,55520.0,38930.0,Tahoe,2011
2011 Chevrolet Tahoe Hybrid,Chevrolet,54900.0,52095.0,Tahoe Hybrid,2011
2011 Chevrolet Traverse,Chevrolet,41060.0,30180.0,Traverse,2011
2011 Chevrolet Volt,Chevrolet,41000.0,41000.0,Volt,2011
2011 Chevrolet Caprice Police Patrol Vehicle,Chevrolet,30995.0,30995.0,Caprice Police Patrol Vehicle,2011
2011 Chevrolet Impala Police,Chevrolet,26660.0,26660.0,Impala Police,2011
2011 Chrysler 200,Chrysler,32690.0,19995.0,200,2011
2011 Chrysler 300,Chrysler,41145.0,27995.0,300,2011
2011 Chrysler Town and Country,Chrysler,39995.0,31095.0,Town and Country,2011
2011 Dodge Avenger,Dodge,24495.0,19995.0,Avenger,2011
2011 Dodge Caliber,Dodge,21335.0,18130.0,Caliber,2011
2011 Dodge Challenger,Dodge,43605.0,25720.0,Challenger,2011
2011 Dodge Charger,Dodge,33370.0,26220.0,Charger,2011
2011 Dodge Durango,Dodge,44870.0,30045.0,Durango,2011
2011 Dodge Grand Caravan,Dodge,31530.0,24830.0,Grand Caravan,2011
2011 Dodge Grand Caravan Cargo Van,Dodge,22635.0,22635.0,Grand Caravan Cargo Van,2011
2011 Dodge Journey,Dodge,34395.0,22995.0,Journey,2011
2011 Dodge Nitro,Dodge,29745.0,22340.0,Nitro,2011
2011 Ford Crown Victoria,Ford,30780.0,27825.0,Crown Victoria,2011
2011 Ford Econoline Wagon,Ford,36175.0,29300.0,Econoline Wagon,2011
2011 Ford Edge,Ford,39600.0,28465.0,Edge,2011
2011 Ford Escape,Ford,35655.0,22065.0,Escape,2011
2011 Ford Expedition,Ford,50650.0,37200.0,Expedition,2011
2011 Ford Expedition EL,Ford,53300.0,40725.0,Expedition EL,2011
2011 Ford Explorer,Ford,40360.0,29185.0,Explorer,2011
2011 Ford F-150,Ford,52765.0,23785.0,F-150,2011
2011 Ford Fiesta,Ford,18295.0,13995.0,Fiesta,2011
2011 Ford Flex,Ford,46345.0,30180.0,Flex,2011
2011 Ford Focus,Ford,20395.0,17365.0,Focus,2011
2011 Ford Fusion,Ford,29795.0,20645.0,Fusion,2011
2011 Ford Mustang,Ford,54495.0,22995.0,Mustang,2011
2011 Ford Ranger,Ford,26895.0,18985.0,Ranger,2011
2011 Ford Super Duty F-250 SRW,Ford,50745.0,29710.0,Super Duty F-250 SRW,2011
2011 Ford Super Duty F-350 DRW,Ford,52130.0,31525.0,Super Duty F-350 DRW,2011
2011 Ford Super Duty F-350 SRW,Ford,51295.0,30430.0,Super Duty F-350 SRW,2011
2011 Ford Super Duty F-450 DRW,Ford,64065.0,50040.0,Super Duty F-450 DRW,2011
2011 Ford Taurus,Ford,38845.0,26245.0,Taurus,2011
2011 Ford Transit Connect Wagon,Ford,24115.0,23965.0,Transit Connect Wagon,2011
2011 Ford Police Interceptor,Ford,28635.0,28315.0,Police Interceptor,2011
2011 GMC Acadia,GMC,46190.0,32810.0,Acadia,2011
2011 GMC Canyon,GMC,30815.0,17965.0,Canyon,2011
2011 GMC Savana Passenger,GMC,47480.0,29815.0,Savana Passenger,2011
2011 GMC Sierra 1500,GMC,48025.0,22230.0,Sierra 1500,2011
2011 GMC Sierra 1500 Hybrid,GMC,49570.0,40090.0,Sierra 1500 Hybrid,2011
2011 GMC Sierra 2500HD,GMC,47795.0,29410.0,Sierra 2500HD,2011
2011 GMC Sierra 3500HD,GMC,48680.0,30250.0,Sierra 3500HD,2011
2011 GMC Terrain,GMC,32460.0,25310.0,Terrain,2011
2011 GMC Yukon,GMC,57595.0,39895.0,Yukon,2011
2011 GMC Yukon Hybrid,GMC,62720.0,52560.0,Yukon Hybrid,2011
2011 GMC Yukon XL,GMC,60350.0,43365.0,Yukon XL,2011
2011 Honda Accord Cpe,Honda,32700.0,23750.0,Accord Cpe,2011
2011 Honda Accord Crosstour,Honda,37350.0,30800.0,Accord Crosstour,2011
2011 Honda Accord Sdn,Honda,32600.0,22150.0,Accord Sdn,2011
2011 Honda Civic Cpe,Honda,24975.0,16375.0,Civic Cpe,2011
2011 Honda Civic Hybrid,Honda,27920.0,24720.0,Civic Hybrid,2011
2011 Honda Civic Sdn,Honda,25175.0,16575.0,Civic Sdn,2011
2011 Honda CR-V,Honda,30905.0,22705.0,CR-V,2011
2011 Honda CR-Z,Honda,24125.0,20115.0,CR-Z,2011
2011 Honda Element,Honda,24995.0,21635.0,Element,2011
2011 Honda Fit,Honda,20010.0,15870.0,Fit,2011
2011 Honda Insight,Honda,24035.0,18970.0,Insight,2011
2011 Honda Odyssey,Honda,44335.0,28885.0,Odyssey,2011
2011 Honda Pilot,Honda,41480.0,29130.0,Pilot,2011
2011 Honda Ridgeline,Honda,37890.0,29960.0,Ridgeline,2011
2011 Hyundai Accent,Hyundai,16895.0,10735.0,Accent,2011
2011 Hyundai Azera,Hyundai,30870.0,26270.0,Azera,2011
2011 Hyundai Elantra,Hyundai,20945.0,15695.0,Elantra,2011
2011 Hyundai Elantra Touring,Hyundai,21045.0,16745.0,Elantra Touring,2011
2011 Hyundai Equus,Hyundai,65400.0,58900.0,Equus,2011
2011 Hyundai Genesis,Hyundai,43850.0,33850.0,Genesis,2011
2011 Hyundai Genesis Coupe,Hyundai,33100.0,23100.0,Genesis Coupe,2011
2011 Hyundai Santa Fe,Hyundai,31640.0,22640.0,Santa Fe,2011
2011 Hyundai Sonata,Hyundai,27995.0,20145.0,Sonata,2011
2011 Hyundai Tucson,Hyundai,27140.0,19690.0,Tucson,2011
2011 Hyundai Veracruz,Hyundai,36890.0,29140.0,Veracruz,2011
2011 INFINITI EX35,INFINITI,39695.0,36095.0,EX35,2011
2011 INFINITI FX35,INFINITI,44945.0,43495.0,FX35,2011
2011 INFINITI FX50,INFINITI,58495.0,58495.0,FX50,2011
2011 INFINITI G25 Sedan,INFINITI,35895.0,32895.0,G25 Sedan,2011
2011 INFINITI G37 Convertible,INFINITI,58895.0,46645.0,G37 Convertible,2011
2011 INFINITI G37 Coupe,INFINITI,51695.0,38045.0,G37 Coupe,2011
2011 INFINITI G37 Sedan,INFINITI,45645.0,36695.0,G37 Sedan,2011
2011 INFINITI M37,INFINITI,50075.0,47925.0,M37,2011
2011 INFINITI M56,INFINITI,61825.0,59325.0,M56,2011
2011 INFINITI QX56,INFINITI,62790.0,59690.0,QX56,2011
2011 Jaguar XF,Jaguar,80475.0,53375.0,XF,2011
2011 Jaguar XJ,Jaguar,114075.0,73575.0,XJ,2011
2011 Jaguar XK,Jaguar,105500.0,83875.0,XK,2011
2011 Jeep Compass,Jeep,26745.0,20045.0,Compass,2011
2011 Jeep Grand Cherokee,Jeep,43120.0,31040.0,Grand Cherokee,2011
2011 Jeep Liberty,Jeep,29045.0,24045.0,Liberty,2011
2011 Jeep Patriot,Jeep,24645.0,16745.0,Patriot,2011
2011 Jeep Wrangler,Jeep,30620.0,22845.0,Wrangler,2011
2011 Jeep Wrangler Unlimited,Jeep,34120.0,26345.0,Wrangler Unlimited,2011
2011 Land Rover LR2,Land,36550.0,36550.0,LR2,2011
2011 Land Rover LR4,Land,52750.0,48500.0,LR4,2011
2011 Land Rover Range Rover,Land,95465.0,79685.0,Range Rover,2011
2011 Land Rover Range Rover Sport,Land,75395.0,60495.0,Range Rover Sport,2011
2011 Kia Forte,Kia,19590.0,15690.0,Forte,2011
2011 Kia Forte 5-Door,Kia,20090.0,17590.0,Forte 5-Door,2011
2011 Kia Forte Koup,Kia,20090.0,17690.0,Forte Koup,2011
2011 Kia Optima,Kia,27250.0,19950.0,Optima,2011
2011 Kia Rio,Kia,17090.0,12990.0,Rio,2011
2011 Kia Sedona,Kia,29990.0,25390.0,Sedona,2011
2011 Kia Sorento,Kia,34890.0,21990.0,Sorento,2011
2011 Kia Soul,Kia,19190.0,13995.0,Soul,2011
2011 Kia Sportage,Kia,27990.0,18990.0,Sportage,2011
2011 Lexus CT 200h,Lexus,31775.0,29995.0,CT 200h,2011
2011 Lexus ES 350,Lexus,37600.0,37600.0,ES 350,2011
2011 Lexus GS 350,Lexus,49725.0,47775.0,GS 350,2011
2011 Lexus GS 450h,Lexus,59825.0,59825.0,GS 450h,2011
2011 Lexus GS 460,Lexus,56245.0,56245.0,GS 460,2011
2011 Lexus GX 460,Lexus,58715.0,53920.0,GX 460,2011
2011 Lexus HS 250h,Lexus,39975.0,37205.0,HS 250h,2011
2011 Lexus IS 250,Lexus,37800.0,34170.0,IS 250,2011
2011 Lexus IS 250C,Lexus,43235.0,42065.0,IS 250C,2011
2011 Lexus IS 350,Lexus,43055.0,40595.0,IS 350,2011
2011 Lexus IS 350C,Lexus,47515.0,47515.0,IS 350C,2011
2011 Lexus IS F,Lexus,61535.0,61535.0,IS F,2011
2011 Lexus LS 460,Lexus,75855.0,68005.0,LS 460,2011
2011 Lexus LS 600h L,Lexus,113125.0,113125.0,LS 600h L,2011
2011 Lexus LX 570,Lexus,80330.0,80330.0,LX 570,2011
2011 Lexus RX 350,Lexus,41350.0,39950.0,RX 350,2011
2011 Lexus RX 450h,Lexus,47200.0,45610.0,RX 450h,2011
2011 Lincoln MKS,Lincoln,49265.0,42375.0,MKS,2011
2011 Lincoln MKT,Lincoln,50175.0,45175.0,MKT,2011
2011 Lincoln MKX,Lincoln,42140.0,40290.0,MKX,2011
2011 Lincoln MKZ,Lincoln,37410.0,35520.0,MKZ,2011
2011 Lincoln Navigator,Lincoln,61525.0,58625.0,Navigator,2011
2011 Lincoln Navigator L,Lincoln,63690.0,60790.0,Navigator L,2011
2011 Lincoln Town Car,Lincoln,53840.0,47055.0,Town Car,2011
2011 Lotus Elise,Lotus,56115.0,52970.0,Elise,2011
2011 Lotus Evora,Lotus,82675.0,65175.0,Evora,2011
2011 Mazda CX-7,Mazda,34135.0,22785.0,CX-7,2011
2011 Mazda CX-9,Mazda,35330.0,29930.0,CX-9,2011
2011 Mazda Mazda2,Mazda,17230.0,14975.0,Mazda2,2011
2011 Mazda Mazda3,Mazda,24605.0,16595.0,Mazda3,2011
2011 Mazda Mazda6,Mazda,30115.0,20785.0,Mazda6,2011
2011 Mazda MX-5 Miata,Mazda,32320.0,23905.0,MX-5 Miata,2011
2011 Mazda RX-8,Mazda,33755.0,27590.0,RX-8,2011
2011 Mazda Tribute,Mazda,29860.0,21350.0,Tribute,2011
2011 Mercedes-Benz C-Class,Mercedes-Benz,59075.0,34865.0,C-Class,2011
2011 Mercedes-Benz CL-Class,Mercedes-Benz,210175.0,114025.0,CL-Class,2011
2011 Mercedes-Benz CLS-Class,Mercedes-Benz,99925.0,74875.0,CLS-Class,2011
2011 Mercedes-Benz E-Class,Mercedes-Benz,88475.0,49725.0,E-Class,2011
2011 Mercedes-Benz GL-Class,Mercedes-Benz,85325.0,61825.0,GL-Class,2011
2011 Mercedes-Benz GLK-Class,Mercedes-Benz,38375.0,36375.0,GLK-Class,2011
2011 Mercedes-Benz M-Class,Mercedes-Benz,93465.0,47365.0,M-Class,2011
2011 Mercedes-Benz R-Class,Mercedes-Benz,52615.0,51115.0,R-Class,2011
2011 Mercedes-Benz S-Class,Mercedes-Benz,209875.0,91875.0,S-Class,2011
2011 Mercedes-Benz SL-Class,Mercedes-Benz,139925.0,103475.0,SL-Class,2011
2011 Mercedes-Benz SLK-Class,Mercedes-Benz,54175.0,48525.0,SLK-Class,2011
2011 Mercedes-Benz Sprinter Passenger Vans,Mercedes-Benz,45530.0,40800.0,Sprinter Passenger Vans,2011
2011 Mitsubishi Eclipse,Mitsubishi,33394.0,19794.0,Eclipse,2011
2011 Mitsubishi Endeavor,Mitsubishi,34409.0,29109.0,Endeavor,2011
2011 Mitsubishi Galant,Mitsubishi,24794.0,22394.0,Galant,2011
2011 Mitsubishi Lancer,Mitsubishi,38090.0,16090.0,Lancer,2011
2011 Mitsubishi Outlander,Mitsubishi,28605.0,22805.0,Outlander,2011
2011 Mitsubishi Outlander Sport,Mitsubishi,23805.0,19305.0,Outlander Sport,2011
2011 Nissan 370Z,Nissan,44260.0,32210.0,370Z,2011
2011 Nissan Altima,Nissan,31300.0,21030.0,Altima,2011
2011 Nissan Armada,Nissan,54765.0,39465.0,Armada,2011
2011 Nissan cube,Nissan,22400.0,15500.0,cube,2011
2011 Nissan Frontier,Nissan,32890.0,19010.0,Frontier,2011
2011 Nissan GT-R,Nissan,85060.0,85060.0,GT-R,2011
2011 Nissan JUKE,Nissan,25960.0,20330.0,JUKE,2011
2011 Nissan LEAF,Nissan,34570.0,33630.0,LEAF,2011
2011 Nissan Maxima,Nissan,35210.0,32510.0,Maxima,2011
2011 Nissan Murano,Nissan,40710.0,30100.0,Murano,2011
2011 Nissan Murano CrossCabriolet,Nissan,47200.0,47200.0,Murano CrossCabriolet,2011
2011 Nissan Pathfinder,Nissan,44060.0,29380.0,Pathfinder,2011
2011 Nissan Quest,Nissan,42160.0,28560.0,Quest,2011
2011 Nissan Rogue,Nissan,26490.0,22270.0,Rogue,2011
2011 Nissan Sentra,Nissan,21380.0,16820.0,Sentra,2011
2011 Nissan Titan,Nissan,41185.0,28385.0,Titan,2011
2011 Nissan Versa,Nissan,18170.0,10750.0,Versa,2011
2011 Nissan Xterra,Nissan,31530.0,25070.0,Xterra,2011
2011 Porsche 911,Porsche,173050.0,78750.0,911,2011
2011 Porsche Boxster,Porsche,62750.0,49050.0,Boxster,2011
2011 Porsche Cayenne,Porsche,106975.0,48675.0,Cayenne,2011
2011 Porsche Cayman,Porsche,63050.0,52850.0,Cayman,2011
2011 Porsche Panamera,Porsche,136275.0,75375.0,Panamera,2011
2011 Ram Truck 1500,Ram,46785.0,21785.0,1500,2011
2011 Ram Truck 2500,Ram,49695.0,28950.0,2500,2011
2011 Ram Truck 3500,Ram,57915.0,36970.0,3500,2011
2011 Ram Truck Dakota,Ram,34375.0,23950.0,Dakota,2011
2011 Scion tC,Scion,20005.0,19005.0,tC,2011
2011 Scion xB,Scion,20085.0,16730.0,xB,2011
2011 Scion xD,Scion,18435.0,15840.0,xD,2011
2011 Subaru Forester,Subaru,30720.0,21220.0,Forester,2011
2011 Subaru Impreza Sedan,Subaru,20220.0,18220.0,Impreza Sedan,2011
2011 Subaru Impreza Sedan WRX,Subaru,38070.0,26220.0,Impreza Sedan WRX,2011
2011 Subaru Impreza Wagon,Subaru,21720.0,18720.0,Impreza Wagon,2011
2011 Subaru Impreza Wagon WRX,Subaru,36720.0,26220.0,Impreza Wagon WRX,2011
2011 Subaru Legacy,Subaru,32120.0,20720.0,Legacy,2011
2011 Subaru Outback,Subaru,32220.0,23920.0,Outback,2011
2011 Subaru Tribeca,Subaru,36520.0,31220.0,Tribeca,2011
2011 Toyota 4Runner,Toyota,41245.0,31115.0,4Runner,2011
2011 Toyota Avalon,Toyota,37195.0,33955.0,Avalon,2011
2011 Toyota Camry,Toyota,30605.0,20955.0,Camry,2011
2011 Toyota Camry Hybrid,Toyota,27810.0,27810.0,Camry Hybrid,2011
2011 Toyota Corolla,Toyota,19360.0,16660.0,Corolla,2011
2011 Toyota FJ Cruiser,Toyota,28190.0,26600.0,FJ Cruiser,2011
2011 Toyota Highlander,Toyota,37855.0,28900.0,Highlander,2011
2011 Toyota Highlander Hybrid,Toyota,44605.0,38950.0,Highlander Hybrid,2011
2011 Toyota Land Cruiser,Toyota,70105.0,70105.0,Land Cruiser,2011
2011 Toyota Matrix,Toyota,22475.0,19605.0,Matrix,2011
2011 Toyota Prius,Toyota,29550.0,22880.0,Prius,2011
2011 Toyota RAV4,Toyota,29595.0,23285.0,RAV4,2011
2011 Toyota Sequoia,Toyota,62290.0,41915.0,Sequoia,2011
2011 Toyota Sienna,Toyota,41380.0,25870.0,Sienna,2011
2011 Toyota Tacoma,Toyota,28335.0,17175.0,Tacoma,2011
2011 Toyota Tundra 2WD Truck,Toyota,40880.0,25420.0,Tundra 2WD Truck,2011
2011 Toyota Tundra 4WD Truck,Toyota,43940.0,30615.0,Tundra 4WD Truck,2011
2011 Toyota Venza,Toyota,31210.0,27935.0,Venza,2011
2011 Toyota Yaris,Toyota,15275.0,13915.0,Yaris,2011
2011 Volkswagen CC,Volkswagen,40810.0,29020.0,CC,2011
2011 Volkswagen Eos,Volkswagen,36870.0,33710.0,Eos,2011
2011 Volkswagen Golf,Volkswagen,25755.0,18765.0,Golf,2011
2011 Volkswagen GTI,Volkswagen,31695.0,24465.0,GTI,2011
2011 Volkswagen Jetta Sedan,Volkswagen,26065.0,16135.0,Jetta Sedan,2011
2011 Volkswagen Jetta SportWagen,Volkswagen,26865.0,20765.0,Jetta SportWagen,2011
2011 Volkswagen Routan,Volkswagen,44060.0,27750.0,Routan,2011
2011 Volkswagen Tiguan,Volkswagen,38210.0,24540.0,Tiguan,2011
2011 Volkswagen Touareg,Volkswagen,61385.0,45270.0,Touareg,2011
2011 Volvo C30,Volvo,27975.0,25575.0,C30,2011
2011 Volvo C70,Volvo,40825.0,40825.0,C70,2011
2011 Volvo S40,Volvo,32025.0,28625.0,S40,2011
2011 Volvo S60,Volvo,38575.0,38575.0,S60,2011
2011 Volvo S80,Volvo,41775.0,38025.0,S80,2011
2011 Volvo V50,Volvo,33725.0,29875.0,V50,2011
2011 Volvo XC60,Volvo,43025.0,33775.0,XC60,2011
2011 Volvo XC70,Volvo,39075.0,33025.0,XC70,2011
2011 Volvo XC90,Volvo,48875.0,39275.0,XC90,2011
2010 Acura MDX,Acura,54615.0,43090.0,MDX,2010
2010 Acura RDX,Acura,38480.0,33380.0,RDX,2010
2010 Acura RL,Acura,55110.0,47690.0,RL,2010
2010 Acura TL,Acura,44245.0,35965.0,TL,2010
2010 Acura TSX,Acura,38810.0,30170.0,TSX,2010
2010 Acura ZDX,Acura,56905.0,46355.0,ZDX,2010
2010 Aston Martin DB9,Aston,198470.0,180070.0,DB9,2010
2010 Aston Martin DBS,Aston,279500.0,266000.0,DBS,2010
2010 Aston Martin Rapide,Aston,197850.0,197850.0,Rapide,2010
2010 Aston Martin Vantage,Aston,136450.0,118650.0,Vantage,2010
2010 BMW 1 Series,BMW,41225.0,30025.0,1 Series,2010
2010 BMW 3 Series,BMW,52075.0,34025.0,3 Series,2010
2010 BMW 5 Series,BMW,61475.0,46825.0,5 Series,2010
2010 BMW 5 Series Gran Turismo,BMW,67075.0,56875.0,5 Series Gran Turismo,2010
2010 BMW 6 Series,BMW,86425.0,79325.0,6 Series,2010
2010 BMW 7 Series,BMW,137875.0,82875.0,7 Series,2010
2010 BMW M3,BMW,67925.0,56275.0,M3,2010
2010 Buick Enclave,Buick,44770.0,36290.0,Enclave,2010
2010 Buick LaCrosse,Buick,33765.0,26995.0,LaCrosse,2010
2010 BMW M5,BMW,86575.0,86575.0,M5,2010
2010 BMW M6,BMW,109025.0,103225.0,M6,2010
2010 Buick Lucerne,Buick,43280.0,29995.0,Lucerne,2010
2010 BMW X3,BMW,39725.0,39725.0,X3,2010
2010 BMW X5,BMW,57175.0,48475.0,X5,2010
2010 BMW X5 M,BMW,86375.0,86375.0,X5 M,2010
2010 BMW X6,BMW,89775.0,57375.0,X6,2010
2010 BMW X6 M,BMW,89875.0,89875.0,X6 M,2010
2010 BMW Z4,BMW,52775.0,46875.0,Z4,2010
2010 Cadillac CTS Sedan,Cadillac,49590.0,35990.0,CTS Sedan,2010
2010 Cadillac CTS Wagon,Cadillac,51390.0,39090.0,CTS Wagon,2010
2010 Cadillac CTS-V,Cadillac,61545.0,61545.0,CTS-V,2010
2010 Cadillac DTS,Cadillac,60395.0,47200.0,DTS,2010
2010 Cadillac Escalade,Cadillac,85075.0,63445.0,Escalade,2010
2010 Cadillac Escalade ESV,Cadillac,87630.0,66050.0,Escalade ESV,2010
2010 Cadillac Escalade EXT,Cadillac,69950.0,62370.0,Escalade EXT,2010
2010 Cadillac Escalade Hybrid,Cadillac,88675.0,74375.0,Escalade Hybrid,2010
2010 Cadillac SRX,Cadillac,52685.0,34655.0,SRX,2010
2010 Cadillac STS,Cadillac,69610.0,47670.0,STS,2010
2010 Chevrolet Avalanche,Chevrolet,49815.0,36675.0,Avalanche,2010
2010 Chevrolet Aveo,Chevrolet,16085.0,12685.0,Aveo,2010
2010 Chevrolet Camaro,Chevrolet,34795.0,23530.0,Camaro,2010
2010 Chevrolet Cobalt,Chevrolet,25255.0,15710.0,Cobalt,2010
2010 Chevrolet Colorado,Chevrolet,29695.0,17765.0,Colorado,2010
2010 Chevrolet Corvette,Chevrolet,107830.0,49880.0,Corvette,2010
2010 Chevrolet Equinox,Chevrolet,30715.0,23360.0,Equinox,2010
2010 Chevrolet Express Passenger,Chevrolet,35165.0,29495.0,Express Passenger,2010
2010 Chevrolet HHR,Chevrolet,26975.0,19440.0,HHR,2010
2010 Chevrolet Impala,Chevrolet,30755.0,25115.0,Impala,2010
2010 Chevrolet Malibu,Chevrolet,27675.0,22545.0,Malibu,2010
2010 Chevrolet Malibu Hybrid,Chevrolet,26645.0,26645.0,Malibu Hybrid,2010
2010 Chevrolet Silverado 1500,Chevrolet,42770.0,21845.0,Silverado 1500,2010
2010 Chevrolet Silverado 1500 Hybrid,Chevrolet,48815.0,39335.0,Silverado 1500 Hybrid,2010
2010 Chevrolet Silverado 2500HD,Chevrolet,44400.0,28460.0,Silverado 2500HD,2010
2010 Chevrolet Silverado 3500HD,Chevrolet,44915.0,28680.0,Silverado 3500HD,2010
2010 Chevrolet Suburban,Chevrolet,56575.0,41585.0,Suburban,2010
2010 Chevrolet Tahoe,Chevrolet,54565.0,38230.0,Tahoe,2010
2010 Chevrolet Tahoe Hybrid,Chevrolet,54475.0,51670.0,Tahoe Hybrid,2010
2010 Chevrolet Traverse,Chevrolet,40760.0,29999.0,Traverse,2010
2010 Chrysler 300,Chrysler,45615.0,28010.0,300,2010
2010 Chrysler PT Cruiser Classic,Chrysler,18995.0,18995.0,PT Cruiser Classic,2010
2010 Chrysler Sebring,Chrysler,33460.0,20870.0,Sebring,2010
2010 Chrysler Town and Country,Chrysler,36710.0,26010.0,Town and Country,2010
2010 Dodge Avenger,Dodge,22480.0,20980.0,Avenger,2010
2010 Dodge Caliber,Dodge,21305.0,17630.0,Caliber,2010
2010 Dodge Challenger,Dodge,41980.0,23995.0,Challenger,2010
2010 Dodge Charger,Dodge,38930.0,25340.0,Charger,2010
2010 Dodge Grand Caravan,Dodge,29195.0,24495.0,Grand Caravan,2010
2010 Dodge Journey,Dodge,30495.0,21595.0,Journey,2010
2010 Dodge Nitro,Dodge,29250.0,22340.0,Nitro,2010
2010 Dodge Viper,Dodge,91935.0,91935.0,Viper,2010
2010 Ford Crown Victoria,Ford,30780.0,27825.0,Crown Victoria,2010
2010 Ford Econoline Wagon,Ford,35825.0,28950.0,Econoline Wagon,2010
2010 Ford Edge,Ford,36545.0,28195.0,Edge,2010
2010 Ford Escape,Ford,34845.0,21745.0,Escape,2010
2010 Ford Expedition,Ford,49515.0,34280.0,Expedition,2010
2010 Ford Expedition EL,Ford,52165.0,36930.0,Expedition EL,2010
2010 Ford Explorer,Ford,39415.0,30095.0,Explorer,2010
2010 Ford Explorer Sport Trac,Ford,36405.0,29025.0,Explorer Sport Trac,2010
2010 Ford F-150,Ford,47715.0,23035.0,F-150,2010
2010 Ford Flex,Ford,43240.0,29725.0,Flex,2010
2010 Ford Focus,Ford,19505.0,17015.0,Focus,2010
2010 Ford Fusion,Ford,29080.0,20420.0,Fusion,2010
2010 Ford Mustang,Ford,52575.0,22245.0,Mustang,2010
2010 Ford Ranger,Ford,26520.0,18540.0,Ranger,2010
2010 Ford Super Duty F-250 SRW,Ford,43830.0,26850.0,Super Duty F-250 SRW,2010
2010 Ford Super Duty F-350 DRW,Ford,44700.0,29545.0,Super Duty F-350 DRW,2010
2010 Ford Super Duty F-350 SRW,Ford,44780.0,27570.0,Super Duty F-350 SRW,2010
2010 Ford Super Duty F-450 DRW,Ford,56635.0,45695.0,Super Duty F-450 DRW,2010
2010 Ford Taurus,Ford,38595.0,25995.0,Taurus,2010
2010 Ford Transit Connect Wagon,Ford,23450.0,22235.0,Transit Connect Wagon,2010
2010 Ford Police Interceptor,Ford,28455.0,28135.0,Police Interceptor,2010
